# Citation/License/Copyright:,"LeBauer, David, Michael Dietze, Rob Kooper, Steven Long, Patrick Mulrooney, Gareth Scott Rohde, Dan Wang (2010).  Biofuel Ecophysiological Traits and Yields Database (BETYdb), Energy Biosciences Institute, University of Illinois at Urbana-Champaign.  doi:10.13012/J8H41PB9
All public data in BETYdb is made available under the Open Data Commons Attribution License (ODC-By) v1.0. You are free to share, create, and adapt its contents.  Data with an access_level field and value &lt;= 2 is not covered by this license but may be available for use with consent.
Copyright © 2010-2014 Energy Biosciences Institute"
#
# Contact:,betydb@gmail.com
#
# SQL query:,"SELECT ""traits_and_yields_view"".* FROM ""traits_and_yields_view""  WHERE (traits_and_yields_view.access_level >= 4) AND (checked >= 1)"
#
# Time of query:,2017-05-26 16:33:16 UTC
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,18.0,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,5.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,5.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,5.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,2300,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,2190,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,1940,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,760,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,500,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,380,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,410,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,490,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,550,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,500,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,550,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilN,600,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,44.0,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,24.0,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,18.0,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,5.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,4.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,5.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,April 1992,Time Level of Confidence Unknown,4,1992,1992-04-14 19:00:00 -0500,6.0,soilP,5.00,mg kg-1 soil-1,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,2480,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,1950,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,995,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,636,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,558,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,620,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,1170,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,573,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,520,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,421,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,343,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,May 1994,Time Level of Confidence Unknown,5,1994,1994-05-14 19:00:00 -0500,6.0,root_biomass,317,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,4550,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,2970,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,1240,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,737,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,667,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,724,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,1010,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,631,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,386,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,360,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,342,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,November 1994,Time Level of Confidence Unknown,11,1994,1994-11-14 18:00:00 -0600,6.0,root_biomass,281,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,4010,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,1790,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,1020,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,482,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,454,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,370,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,741,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,590,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,681,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,585,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,445,g m-2,"","",[missing],"","",""
checked,"",Rhine valley,50.00,7.85,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Neukirchen,1999,observational,March 1995,Time Level of Confidence Unknown,3,1995,1995-03-14 18:00:00 -0600,6.0,root_biomass,304,g m-2,"","",[missing],"","",""
checked,"","",[missing],[missing],Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1997,propagation method : micropropagation by in vitro tillering,February 1995,"",2,1995,1995-01-31 18:00:00 -0600,6.0,leafC,46.5,percent,4,LSD,4.000,b_LSD=8,"",""
checked,"","",[missing],[missing],Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1997,propagation method : callus culture,February 1995,"",2,1995,1995-01-31 18:00:00 -0600,6.0,leafC,47.1,percent,4,LSD,4.000,b_LSD=8,"",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,0.950,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,1.77,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,2.15,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,1.07,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,1.94,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,2.37,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,0.590,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,0.740,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,0.400,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,0.900,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,1.93,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,2.32,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,1.10,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,2.13,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,2.67,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,1.34,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,2.25,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,2.93,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 May 21,Time Level of Confidence Unknown,5,1995,1995-05-20 19:00:00 -0500,5.0,height,1.12,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Jul 5,Time Level of Confidence Unknown,7,1995,1995-07-04 19:00:00 -0500,5.0,height,2.22,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1995 Aug 26,Time Level of Confidence Unknown,8,1995,1995-08-25 19:00:00 -0500,5.0,height,2.97,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1994 May 14,Time Level of Confidence Unknown,5,1994,1994-05-13 19:00:00 -0500,5.0,height,1.30,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1994 Jun 9,Time Level of Confidence Unknown,6,1994,1994-06-08 19:00:00 -0500,5.0,height,1.85,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1994 Jul 8,Time Level of Confidence Unknown,7,1994,1994-07-07 19:00:00 -0500,5.0,height,2.20,m,"","",[missing],"","",""
checked,Sperchiada area,Lamia,38.91,22.44,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Danalatos,1998,"",1994 Aug 6,Time Level of Confidence Unknown,8,1994,1994-08-05 19:00:00 -0500,5.0,height,2.73,m,"","",[missing],"","",""
